,user_id,monthly_income,monthly_outcome,class,institution,account_type,credit_type,total_credit_payments,payment_frequency,amount_to_pay_next_payment,account_opening_date,maximum_credit_amount,current_balance,credit_limit,worst_delinquency_date,worst_delinquency_estimated,worst_delinquency_past_due_estimated,payments_per_year,loan_term,loan_amount,_has_account_closing_date
11960,712,29,6228,0,MERCANCIA PARA HOGAR Y OFICINA,Pagos Fijos,Préstamo Personal ,52.0,Semanal,11.0,4/26/16,572.0,326.0,0.0,7/5/16,3.0,11.0,52,1.0,190.66666666666666,0
11961,712,29,6228,0,MERCANCIA PARA HOGAR Y OFICINA,Pagos Fijos,Préstamo Personal ,52.0,Semanal,11.0,5/2/16,572.0,341.0,0.0,7/4/16,4.0,11.0,52,1.0,143.0,0
11962,712,29,6228,0,BANCOS,Pagos Fijos,Préstamo Personal ,16.0,Semanal,0.0,8/28/14,15074.0,0.0,15074.0,No,0.0,0.0,52,0.3076923076923077,15074.0,0
11963,712,29,6228,0,BANCOS,Pagos Fijos,Préstamo Personal ,16.0,Semanal,0.0,12/18/14,23071.0,0.0,23071.0,No,0.0,0.0,52,0.3076923076923077,23071.0,0
11964,712,29,6228,0,BANCOS,Pagos Fijos,Préstamo Personal ,16.0,Semanal,0.0,4/9/15,28063.0,0.0,28063.0,No,0.0,0.0,52,0.3076923076923077,28063.0,0
11965,712,29,6228,0,BANCOS,Pagos Fijos,Préstamo Personal ,12.0,Mensual,0.0,2/12/13,20005.0,0.0,20005.0,No,0.0,0.0,12,1.0,20005.0,0
11966,712,29,6228,0,BANCOS,Pagos Fijos,Préstamo Personal ,16.0,Semanal,0.0,7/30/15,30070.0,0.0,30070.0,No,0.0,0.0,52,0.3076923076923077,30070.0,0
11967,712,29,6228,0,BANCOS,Pagos Fijos,Préstamo Personal ,16.0,Semanal,0.0,11/19/15,30070.0,0.0,30070.0,No,0.0,0.0,52,0.3076923076923077,30070.0,0
11968,712,29,6228,0,BANCOS,Pagos Fijos,Préstamo Personal ,16.0,Semanal,0.0,3/10/16,30070.0,0.0,30070.0,No,0.0,0.0,52,0.3076923076923077,30070.0,0
11969,712,29,6228,0,BANCOS,Pagos Fijos,Préstamo Personal ,16.0,Semanal,2880.0,6/30/16,40076.0,8497.0,40076.0,No,0.0,0.0,52,0.3076923076923077,46080.0,0
11970,712,29,6228,0,BANCOS,Pagos Fijos,Préstamo Personal ,16.0,Semanal,0.0,6/23/10,12065.0,0.0,0.0,8/26/10,1.0,429.0,52,0.3076923076923077,6864.0,0
11971,712,29,6228,0,BANCOS,Pagos Fijos,Préstamo Personal ,16.0,Semanal,0.0,10/20/10,12065.0,0.0,0.0,No,0.0,0.0,52,0.3076923076923077,12065.0,0
11972,712,29,6228,0,BANCOS,Pagos Fijos,Préstamo Personal ,16.0,Semanal,0.0,2/17/11,18053.0,0.0,0.0,6/8/11,1.0,1267.0,52,0.3076923076923077,20272.0,0
11973,712,29,6228,0,BANCOS,Pagos Fijos,Préstamo Personal ,16.0,Semanal,0.0,6/17/11,18053.0,0.0,0.0,9/14/11,5.0,1267.0,52,0.3076923076923077,4054.4,0
11974,712,29,6228,0,BANCOS,Pagos Fijos,Préstamo Personal ,16.0,Semanal,0.0,5/8/14,6079.0,0.0,6079.0,No,0.0,0.0,52,0.3076923076923077,6079.0,0
11975,712,29,6228,0,BANCOS,Pagos Fijos,Préstamo Personal ,16.0,Semanal,0.0,10/19/11,25060.0,0.0,0.0,No,0.0,0.0,52,0.3076923076923077,25060.0,0
11976,712,29,6228,0,BANCOS,Pagos Fijos,Préstamo Personal ,16.0,Semanal,0.0,2/15/12,27055.0,0.0,0.0,No,0.0,0.0,52,0.3076923076923077,27055.0,0
11977,712,29,6228,0,BANCOS,Pagos Fijos,Préstamo Personal ,16.0,Semanal,0.0,6/13/12,27055.0,0.0,27055.0,No,0.0,0.0,52,0.3076923076923077,27055.0,0
11978,712,29,6228,0,BANCOS,Pagos Fijos,Préstamo Personal ,8.0,Catorcenal,0.0,10/10/12,4005.0,0.0,4005.0,No,0.0,0.0,26,0.3076923076923077,4005.0,0
11979,712,29,6228,0,BANCOS,Pagos Fijos,Préstamo Personal ,6.0,Mensual,0.0,4/11/12,5004.0,0.0,5004.0,9/12/12,1.0,1040.0,12,0.5,6240.0,0
11980,712,29,6228,0,FONDOS Y FIDEICOMISOS,Pagos Fijos,Préstamo Personal ,19.0,Mensual,0.0,9/5/08,2729.0,0.0,0.0,8/31/11,13.0,531.0,12,1.5833333333333333,776.0769230769231,0
11981,712,29,6228,0,FONDOS Y FIDEICOMISOS,Pagos Fijos,Préstamo Personal ,19.0,Mensual,0.0,9/5/08,9878.0,0.0,0.0,8/31/11,13.0,1923.0,12,1.5833333333333333,2810.538461538462,0
11982,712,29,6228,0,SOCIEDADES FINANCIERAS POPULARES,Pagos Fijos,Grupo Solidario,16.0,Semanal,0.0,6/24/15,5000.0,0.0,5000.0,No,0.0,0.0,52,0.3076923076923077,5000.0,0
12018,714,23921,170,0,MERCANCIA PARA HOGAR Y OFICINA,Pagos Fijos,Crédito al Consumo,13.0,Semanal,0.0,4/23/09,575.0,0.0,0.0,7/16/09,2.0,88.0,52,0.25,572.0,1
12019,714,23921,170,0,MERCANCIA PARA HOGAR Y OFICINA,Pagos Fijos,Línea de Crédito,39.0,Semanal,0.0,8/20/09,7519.0,0.0,0.0,2/11/10,2.0,384.0,52,0.75,7488.0,1
12020,714,23921,170,0,MERCANCIA PARA HOGAR Y OFICINA,Pagos Fijos,Arrendamiento,104.0,Semanal,11420.0,2/13/10,24799.0,11420.0,0.0,10/27/12,84.0,11420.0,52,2.0,14139.04761904762,0
12021,714,23921,170,0,TIENDA DEPARTAMENTAL,Pagos Fijos,Aparatos - Muebles,12.0,Mensual,7264.0,6/27/12,7264.0,7264.0,14406.0,1/31/17,13.0,7264.0,12,1.0,6705.230769230769,0
12022,714,23921,170,0,TIENDA DEPARTAMENTAL,Pagos Fijos,Aparatos - Muebles,12.0,Mensual,18071.0,1/22/13,18071.0,18071.0,14406.0,1/31/17,13.0,18071.0,12,1.0,16680.923076923078,0
12023,714,23921,170,0,TIENDA DEPARTAMENTAL,Pagos Fijos,Aparatos - Muebles,12.0,Mensual,10314.0,1/23/13,10314.0,10314.0,14406.0,1/31/17,13.0,10314.0,12,1.0,9520.615384615385,0
12024,714,23921,170,0,BANCO,Pagos Fijos,Préstamo Personal ,16.0,Semanal,0.0,12/31/12,3012.0,0.0,0.0,No,0.0,0.0,52,0.3076923076923077,3012.0,1
12025,714,23921,170,0,BANCO,Pagos Fijos,Préstamo Personal ,16.0,Semanal,0.0,4/29/13,2503.0,0.0,0.0,No,0.0,0.0,52,0.3076923076923077,2503.0,1
12026,714,23921,170,0,BANCOS,Pagos Fijos,Préstamo Personal ,16.0,Semanal,0.0,10/5/10,9009.0,0.0,0.0,1/19/11,1.0,437.0,52,0.3076923076923077,6992.0,1
12027,714,23921,170,0,BANCOS,Pagos Fijos,Préstamo Personal ,16.0,Semanal,0.0,2/1/11,9009.0,0.0,0.0,2/23/11,1.0,655.0,52,0.3076923076923077,10480.0,1
12028,714,23921,170,0,ADMINISTRADORAS DE CARTERA,Pagos Fijos,Préstamo Personal ,1.0,Mensual,8840.0,2/1/12,8840.0,8840.0,8840.0,7/1/13,17.0,8840.0,12,0.08333333333333333,520.0,0
12029,714,23921,170,0,BANCOS,Pagos Fijos,Préstamo Personal ,16.0,Semanal,0.0,1/23/14,6010.0,0.0,6010.0,4/23/14,1.0,437.0,52,0.3076923076923077,6992.0,1
12030,714,23921,170,0,BANCOS,Pagos Fijos,Préstamo Personal ,16.0,Semanal,0.0,5/15/14,10008.0,0.0,10008.0,No,0.0,0.0,52,0.3076923076923077,10008.0,1
12031,714,23921,170,0,BANCOS,Pagos Fijos,Préstamo Personal ,16.0,Semanal,0.0,9/5/14,9070.0,0.0,9070.0,12/24/14,5.0,1296.0,52,0.3076923076923077,4147.2,1
12032,714,23921,170,0,SOCIEDAD FINANCIERA DE OBJETO MULTIPLE,Pagos Fijos,Grupo Solidario,16.0,Semanal,122500.0,2/29/16,122500.0,122500.0,0.0,9/2/16,16.0,122500.0,52,0.3076923076923077,122500.0,0
12033,714,23921,170,0,SOCIEDAD FINANCIERA DE OBJETO MULTIPLE,Pagos Fijos,Grupo Solidario,16.0,Semanal,0.0,8/21/14,11944.0,0.0,0.0,No,0.0,0.0,52,0.3076923076923077,11944.0,1
12034,714,23921,170,0,SOCIEDAD FINANCIERA DE OBJETO MULTIPLE,Pagos Fijos,Grupo Solidario,16.0,Semanal,0.0,12/18/14,11944.0,0.0,0.0,3/6/15,1.0,321.0,52,0.3076923076923077,5136.0,1
12035,714,23921,170,0,SOCIEDAD FINANCIERA DE OBJETO MULTIPLE,Pagos Fijos,Grupo Solidario,16.0,Semanal,0.0,4/9/15,11944.0,0.0,0.0,5/6/15,1.0,64.0,52,0.3076923076923077,1024.0,1
12036,714,23921,170,0,SOCIEDAD FINANCIERA DE OBJETO MULTIPLE,Pagos Fijos,Grupo Solidario,16.0,Semanal,771.0,8/4/15,11944.0,2531.0,0.0,11/6/15,1.0,221.0,52,0.3076923076923077,3536.0,0
12037,714,23921,170,0,SOCIEDAD FINANCIERA DE OBJETO MULTIPLE,Pagos Fijos,Grupo Solidario,16.0,Semanal,771.0,12/3/15,11944.0,10642.0,0.0,4/6/16,35.0,10642.0,52,0.3076923076923077,4864.914285714286,0
12039,714,23921,170,0,MERCANCIA PARA HOGAR Y OFICINA,Revolvente,Línea de Crédito,70.0,Semanal,0.0,6/7/07,5282.0,0.0,5282.0,8/30/07,2.0,270.0,52,1.3461538461538463,9450.0,1
12040,714,23921,170,0,MERCANCIA PARA HOGAR Y OFICINA,Revolvente,Línea de Crédito,50.0,Semanal,0.0,4/10/08,4114.0,0.0,4114.0,7/24/08,1.0,158.0,52,0.9615384615384616,7900.0,1
12041,714,23921,170,0,MERCANCIA PARA HOGAR Y OFICINA,Revolvente,Línea de Crédito,70.0,Semanal,0.0,8/7/08,6758.0,0.0,6758.0,7/16/09,2.0,260.0,52,1.3461538461538463,9100.0,1
12102,718,19679,41857,1,MICROFINANCIERA,Pagos Fijos,Préstamo Personal ,8.0,Mensual,25000.0,11/16/16,200000.0,193212.0,200000.0,No,0.0,0.0,12,0.6666666666666666,200000.0,0
12108,719,3313847,952075,1,BANCO,Pagos Fijos,Préstamo Personal ,48.0,Mensual,14060.0,7/1/16,358120.0,292918.0,358120.0,No,0.0,0.0,12,4.0,674880.0,0
12113,719,3313847,952075,1,AUTOMOTRIZ,Pagos Fijos,Compra de Automóvil,1.0,Anual,12941.0,7/21/17,232950.0,232950.0,0.0,No,0.0,0.0,1,1.0,12941.0,0
12115,719,3313847,952075,1,CIA Q  OTORGA,Pagos Fijos,Préstamo Personal ,3.0,Anual,415.0,12/4/14,12450.0,415.0,0.0,No,0.0,0.0,1,3.0,1245.0,0
12120,719,3313847,952075,1,AUTOMOTRIZ,Pagos Fijos,Compra de Automóvil,30.0,Mensual,0.0,12/16/13,144116.0,0.0,144116.0,No,0.0,0.0,12,2.5,144116.0,1
12125,719,3313847,952075,1,BANCO,Pagos Fijos,Línea de Crédito,72.0,Quincenal,0.0,7/1/04,32043.0,0.0,31000.0,No,0.0,0.0,24,3.0,32043.0,1
12167,722,22185,58233,1,BANCOS,Pagos Fijos,Préstamo Personal ,24.0,Catorcenal,0.0,2/22/16,100014.0,0.0,0.0,No,0.0,0.0,26,0.9230769230769231,100014.0,1
12168,722,22185,58233,1,BANCOS,Pagos Fijos,Préstamo Personal ,24.0,Catorcenal,0.0,11/17/16,100014.0,0.0,0.0,No,0.0,0.0,26,0.9230769230769231,100014.0,1
12169,722,22185,58233,1,BANCOS,Pagos Fijos,Préstamo Personal ,24.0,Catorcenal,8649.0,8/7/17,150596.0,146366.0,0.0,No,0.0,0.0,26,0.9230769230769231,207576.0,0
12170,722,22185,58233,1,SOCIEDADES FINANCIERAS POPULARES,Pagos Fijos,Préstamo Garantizado,30.0,Semanal,0.0,3/30/16,20000.0,0.0,10000.0,No,0.0,0.0,52,0.5769230769230769,20000.0,1
12171,722,22185,58233,1,SOCIEDADES FINANCIERAS POPULARES,Pagos Fijos,Préstamo Garantizado,26.0,Semanal,0.0,5/26/16,35000.0,0.0,20000.0,No,0.0,0.0,52,0.5,35000.0,1
12172,722,22185,58233,1,SOCIEDADES FINANCIERAS POPULARES,Pagos Fijos,Préstamo Garantizado,22.0,Catorcenal,0.0,7/22/16,50000.0,0.0,35000.0,12/12/16,1.0,2504.0,26,0.8461538461538461,55088.0,1
12173,722,22185,58233,1,SOCIEDADES FINANCIERAS POPULARES,Pagos Fijos,Préstamo Garantizado,26.0,Catorcenal,3558.0,2/2/17,50000.0,31633.0,50000.0,No,0.0,0.0,26,1.0,92508.0,0
12174,722,22185,58233,1,SOCIEDADES FINANCIERAS POPULARES,Pagos Fijos,Préstamo Personal ,8.0,Catorcenal,0.0,5/18/17,50000.0,0.0,2800.0,6/30/17,1.0,422.0,26,0.3076923076923077,3376.0,1
12175,722,22185,58233,1,SOCIEDADES FINANCIERAS POPULARES,Pagos Fijos,Préstamo Garantizado,26.0,Catorcenal,2078.0,6/22/17,50000.0,27875.0,30000.0,No,0.0,0.0,26,1.0,54028.0,0
12176,722,22185,58233,1,SOCIEDADES FINANCIERAS POPULARES,Pagos Fijos,Préstamo Garantizado,26.0,Catorcenal,1351.0,6/22/17,50000.0,18117.0,19500.0,No,0.0,0.0,26,1.0,35126.0,0
12181,722,22185,58233,1,AUTOMOTRIZ,Pagos Fijos,Compra de Automóvil,48.0,Mensual,7318.0,5/8/14,243263.0,61506.0,243263.0,No,0.0,0.0,12,4.0,351264.0,0
12183,722,22185,58233,1,BANCO,Pagos Fijos,Línea de Crédito,36.0,Mensual,2204.0,5/6/16,50000.0,34822.0,0.0,No,0.0,0.0,12,3.0,79344.0,0
12353,732,10626,5208,0,FONDOS Y FIDEICOMISOS,Pagos Fijos,Préstamo Personal ,12.0,Mensual,0.0,9/10/13,10748.0,0.0,0.0,No,0.0,0.0,12,1.0,10748.0,1
12354,732,10626,5208,0,FONDOS Y FIDEICOMISOS,Pagos Fijos,Préstamo Personal ,12.0,Mensual,0.0,9/24/13,575.0,0.0,0.0,No,0.0,0.0,12,1.0,575.0,1
12355,732,10626,5208,0,FONDOS Y FIDEICOMISOS,Pagos Fijos,Préstamo Personal ,12.0,Mensual,0.0,9/12/13,572.0,0.0,0.0,No,0.0,0.0,12,1.0,572.0,1
12356,732,10626,5208,0,FONDOS Y FIDEICOMISOS,Pagos Fijos,Préstamo Personal ,12.0,Mensual,0.0,9/16/13,504.0,0.0,0.0,No,0.0,0.0,12,1.0,504.0,1
12357,732,10626,5208,0,FONDOS Y FIDEICOMISOS,Pagos Fijos,Préstamo Personal ,12.0,Mensual,0.0,9/17/13,592.0,0.0,0.0,No,0.0,0.0,12,1.0,592.0,1
12358,732,10626,5208,0,FONDOS Y FIDEICOMISOS,Pagos Fijos,Préstamo Personal ,12.0,Mensual,0.0,9/17/13,335.0,0.0,0.0,No,0.0,0.0,12,1.0,335.0,1
12359,732,10626,5208,0,FONDOS Y FIDEICOMISOS,Pagos Fijos,Préstamo Personal ,12.0,Mensual,0.0,9/18/13,188.0,0.0,0.0,No,0.0,0.0,12,1.0,188.0,1
12377,732,10626,5208,0,GUBERNAMENTALES,Pagos Fijos,Préstamo Personal ,24.0,Mensual,23.0,12/24/14,548.0,274.0,0.0,No,0.0,0.0,12,2.0,552.0,0
12378,732,10626,5208,0,GUBERNAMENTALES,Pagos Fijos,Préstamo Personal ,24.0,Mensual,23.0,12/16/14,549.0,274.0,0.0,No,0.0,0.0,12,2.0,552.0,0
12379,732,10626,5208,0,GUBERNAMENTALES,Pagos Fijos,Préstamo Personal ,24.0,Mensual,30.0,12/16/14,724.0,362.0,0.0,No,0.0,0.0,12,2.0,720.0,0
12380,732,10626,5208,0,GUBERNAMENTALES,Pagos Fijos,Préstamo Personal ,24.0,Mensual,11.0,12/1/14,275.0,149.0,0.0,No,0.0,0.0,12,2.0,264.0,0
12381,732,10626,5208,0,GUBERNAMENTALES,Pagos Fijos,Préstamo Personal ,24.0,Mensual,14.0,11/30/14,336.0,182.0,0.0,No,0.0,0.0,12,2.0,336.0,0
12382,732,10626,5208,0,GUBERNAMENTALES,Pagos Fijos,Préstamo Personal ,24.0,Mensual,11.0,11/30/14,275.0,145.0,0.0,No,0.0,0.0,12,2.0,264.0,0
12383,732,10626,5208,0,GUBERNAMENTALES,Pagos Fijos,Préstamo Personal ,24.0,Mensual,893.0,11/27/14,21424.0,14952.0,0.0,No,0.0,0.0,12,2.0,21432.0,0
12391,734,3323,100,0,SIC,Pagos Fijos,Préstamo Personal ,35.0,Mensual,46483.0,1/23/13,46300.0,46483.0,0.0,11/30/14,14.0,46483.0,12,2.9166666666666665,116207.5,0
12392,734,3323,100,0,FONDOS Y FIDEICOMISOS,Pagos Fijos,Préstamo Personal ,24.0,Mensual,1956.0,12/2/13,46944.0,46944.0,0.0,No,0.0,0.0,12,2.0,46944.0,0
12518,743,636,376,0,MERCANCIA PARA HOGAR Y OFICINA,Pagos Fijos,Préstamo Personal ,80.0,Semanal,13840.0,8/15/14,17440.0,13840.0,0.0,2/26/16,96.0,13840.0,52,1.5384615384615385,11533.333333333332,0
12519,743,636,376,0,MERCANCIA PARA HOGAR Y OFICINA,Pagos Fijos,Préstamo Personal ,80.0,Semanal,960.0,8/15/14,1200.0,960.0,0.0,2/26/16,96.0,960.0,52,1.5384615384615385,800.0,0
12604,752,32105,71588,1,BANCO,Pagos Fijos,Préstamo Personal ,48.0,Mensual,434.0,3/1/15,102320.0,8995.0,102320.0,No,0.0,0.0,12,4.0,20832.0,0
12607,753,156100,143383,1,GOBIERNO,Pagos Fijos,Crédito Fiscal,1.0,Mensual,0.0,8/19/14,0.0,0.0,0.0,8/31/16,6.0,1100.0,12,0.08333333333333333,183.33333333333334,1
12608,753,156100,143383,1,GOBIERNO,Pagos Fijos,Crédito Fiscal,1.0,Mensual,0.0,8/18/14,0.0,0.0,0.0,8/31/16,6.0,1100.0,12,0.08333333333333333,183.33333333333334,1
12609,753,156100,143383,1,GOBIERNO,Pagos Fijos,Crédito Fiscal,1.0,Mensual,0.0,8/18/14,0.0,0.0,0.0,8/31/16,6.0,1100.0,12,0.08333333333333333,183.33333333333334,1
12610,753,156100,143383,1,GOBIERNO,Pagos Fijos,Crédito Fiscal,1.0,Mensual,0.0,8/20/14,0.0,0.0,0.0,8/31/16,6.0,1100.0,12,0.08333333333333333,183.33333333333334,1
12611,753,156100,143383,1,GOBIERNO,Pagos Fijos,Crédito Fiscal,1.0,Mensual,0.0,8/21/14,0.0,0.0,0.0,8/31/16,6.0,1100.0,12,0.08333333333333333,183.33333333333334,1
12612,753,156100,143383,1,GOBIERNO,Pagos Fijos,Crédito Fiscal,1.0,Mensual,0.0,1/12/15,0.0,0.0,0.0,8/31/16,6.0,9430.0,12,0.08333333333333333,1571.6666666666667,1
12613,753,156100,143383,1,GOBIERNO,Pagos Fijos,Crédito Fiscal,1.0,Mensual,0.0,1/12/15,0.0,0.0,0.0,8/31/16,6.0,9430.0,12,0.08333333333333333,1571.6666666666667,1
12614,753,156100,143383,1,GOBIERNO,Pagos Fijos,Crédito Fiscal,1.0,Mensual,0.0,8/23/11,0.0,0.0,0.0,7/31/16,13.0,2393.0,12,0.08333333333333333,184.07692307692307,1
12615,753,156100,143383,1,GOBIERNO,Pagos Fijos,Crédito Fiscal,1.0,Mensual,0.0,9/1/11,0.0,0.0,0.0,7/31/16,13.0,3589.0,12,0.08333333333333333,276.0769230769231,1
12618,753,156100,143383,1,COMUNICACIONES,Sin Límite Preestablecido,Línea de Crédito,1.0,Mensual,0.0,4/25/07,3902.0,0.0,0.0,No,0.0,0.0,12,0.08333333333333333,3902.0,0
12620,753,156100,143383,1,BANCO,Hipoteca,Bienes Raíces,40.0,Mensual,2095.0,8/23/04,211900.0,85453.0,0.0,No,0.0,0.0,12,3.3333333333333335,83800.0,0
12621,753,156100,143383,1,BANCO,Pagos Fijos,Préstamo Personal ,48.0,Mensual,12856.0,6/1/15,358120.0,222329.0,358120.0,No,0.0,0.0,12,4.0,617088.0,0
12623,753,156100,143383,1,BANCO,Pagos Fijos,Línea de Crédito,36.0,Mensual,1286.0,4/12/14,31000.0,8218.0,0.0,No,0.0,0.0,12,3.0,46296.0,0
12626,753,156100,143383,1,SERVICIOS,Sin Límite Preestablecido,Otros (Múltiples Créditos),1.0,Mensual,0.0,8/21/04,747.0,0.0,0.0,No,0.0,0.0,12,0.08333333333333333,747.0,0
12627,753,156100,143383,1,AUTOMOTRIZ,Pagos Fijos,Arrendamiento Automotriz,24.0,Mensual,0.0,1/8/15,100891.0,0.0,100891.0,No,0.0,0.0,12,2.0,100891.0,1
12628,753,156100,143383,1,BANCO,Pagos Fijos,Línea de Crédito,36.0,Mensual,0.0,7/2/13,31140.0,0.0,0.0,No,0.0,0.0,12,3.0,31140.0,1
12681,758,13350,10,0,SOCIEDAD FINANCIERA DE OBJETO MULTIPLE,Pagos Fijos,Préstamo Personal ,1.0,Mensual,0.0,5/6/16,2500.0,0.0,0.0,No,0.0,0.0,12,0.08333333333333333,2500.0,1
12682,758,13350,10,0,SOCIEDAD FINANCIERA DE OBJETO MULTIPLE,Pagos Fijos,Préstamo Personal ,1.0,Mensual,0.0,12/9/16,3500.0,0.0,0.0,No,0.0,0.0,12,0.08333333333333333,3500.0,1
12683,758,13350,10,0,SOCIEDAD FINANCIERA DE OBJETO MULTIPLE,Pagos Fijos,Préstamo Personal ,1.0,Mensual,6597.0,3/22/17,4000.0,6597.0,0.0,No,0.0,0.0,12,0.08333333333333333,6597.0,0
12684,758,13350,10,0,SOCIEDAD FINANCIERA DE OBJETO MULTIPLE,Pagos Fijos,Préstamo Personal ,1.0,Quincenal,0.0,12/16/15,1000.0,0.0,1000.0,1/15/16,1.0,1250.0,24,0.041666666666666664,1250.0,1
12687,758,13350,10,0,TIENDA COMERCIAL,Pagos Fijos,Línea de Crédito,18.0,Mensual,0.0,12/24/13,29798.0,0.0,12618.0,No,0.0,0.0,12,1.5,29798.0,1
12688,758,13350,10,0,TIENDA COMERCIAL,Pagos Fijos,Préstamo Personal ,18.0,Mensual,0.0,12/24/13,29798.0,0.0,11046.0,No,0.0,0.0,12,1.5,29798.0,1
12713,760,31767,187154,1,BANCOS,Pagos Fijos,Arrendamiento,48.0,Mensual,0.0,12/28/05,95869.0,0.0,0.0,10/31/07,4.0,5443.0,12,4.0,65316.0,1
12714,760,31767,187154,1,SOCIEDAD FINANCIERA DE OBJETO MULTIPLE,Pagos Fijos,Préstamo Personal ,12.0,Quincenal,0.0,9/26/12,8764.0,0.0,0.0,No,0.0,0.0,24,0.5,8764.0,1
12741,762,180,8731,1,COMUNICACIONES,Sin Límite Preestablecido,Línea de Crédito,1.0,Mensual,0.0,11/8/16,212.0,0.0,0.0,No,0.0,0.0,12,0.08333333333333333,212.0,1
12778,765,769,305,0,TIENDA DEPARTAMENTAL,Pagos Fijos,Aparatos - Muebles,12.0,Mensual,9967.0,12/10/09,9967.0,9967.0,11478.0,1/31/14,15.0,9967.0,12,1.0,7973.6,0
12780,765,769,305,0,MICROFINANCIERA,Pagos Fijos,Préstamo Personal ,41.0,Semanal,0.0,3/5/15,6100.0,0.0,0.0,11/30/15,5.0,2101.0,52,0.7884615384615384,17228.2,1
12781,765,769,305,0,MICROFINANCIERA,Pagos Fijos,Préstamo Personal ,51.0,Semanal,120.0,3/31/16,3000.0,430.0,0.0,11/30/16,8.0,1320.0,52,0.9807692307692307,8415.0,0
12782,765,769,305,0,MICROFINANCIERA,Pagos Fijos,Préstamo Personal ,51.0,Semanal,160.0,8/14/17,4000.0,3430.0,0.0,No,0.0,0.0,52,0.9807692307692307,8160.0,0
12783,765,769,305,0,MICROFINANCIERA,Pagos Fijos,Préstamo Personal ,51.0,Semanal,251.0,1/19/18,6271.0,12540.0,0.0,No,0.0,0.0,52,0.9807692307692307,12801.0,0
12791,765,769,305,0,FONDOS Y FIDEIC,Pagos Fijos,Mejoras a la Casa,1.0,Mensual,0.0,6/10/14,16245.0,0.0,0.0,No,0.0,0.0,12,0.08333333333333333,16245.0,1
12793,765,769,305,0,TIENDA COMERCIAL,Pagos Fijos,Aparatos - Muebles,1.0,Mensual,0.0,4/10/10,3678.0,0.0,0.0,No,0.0,0.0,12,0.08333333333333333,3678.0,1
12794,765,769,305,0,TIENDA COMERCIAL,Pagos Fijos,Aparatos - Muebles,1.0,Mensual,0.0,4/9/10,649.0,0.0,0.0,No,0.0,0.0,12,0.08333333333333333,649.0,1
12834,768,14284,4799,0,BANCO,Pagos Fijos,Préstamo Personal ,10.0,Catorcenal,0.0,11/13/14,7005.0,0.0,0.0,No,0.0,0.0,26,0.38461538461538464,7005.0,0
12835,768,14284,4799,0,BANCO,Pagos Fijos,Préstamo Personal ,10.0,Catorcenal,0.0,6/20/14,6197.0,0.0,0.0,No,0.0,0.0,26,0.38461538461538464,6197.0,0
12836,769,88893,66122,1,TIENDA DEPARTAMENTAL,Pagos Fijos,Aparatos - Muebles,12.0,Mensual,0.0,7/24/10,20400.0,0.0,20400.0,No,0.0,0.0,12,1.0,20400.0,1
12837,769,88893,66122,1,TIENDA DEPARTAMENTAL,Pagos Fijos,Aparatos - Muebles,12.0,Mensual,0.0,12/27/10,20400.0,0.0,20400.0,No,0.0,0.0,12,1.0,20400.0,1
12838,769,88893,66122,1,TIENDA DEPARTAMENTAL,Pagos Fijos,Aparatos - Muebles,12.0,Mensual,0.0,7/15/13,20400.0,0.0,20400.0,No,0.0,0.0,12,1.0,20400.0,1
12839,769,88893,66122,1,KONFIO,Pagos Fijos,Préstamo Personal ,24.0,Quincenal,5625.0,6/7/17,100000.0,88667.0,0.0,No,0.0,0.0,24,1.0,135000.0,0
12844,769,88893,66122,1,FINANCIERA,Pagos Fijos,Préstamo Personal ,72.0,Quincenal,1035.0,3/2/16,35902.0,24116.0,0.0,No,0.0,0.0,24,3.0,74520.0,0
12848,769,88893,66122,1,BANCO,Pagos Fijos,Línea de Crédito,36.0,Mensual,1388.0,2/16/16,30000.0,21514.0,0.0,No,0.0,0.0,12,3.0,49968.0,0
12852,769,88893,66122,1,AUTOMOTRIZ,Pagos Fijos,Compra de Automóvil,50.0,Mensual,0.0,7/11/13,223190.0,0.0,223190.0,No,0.0,0.0,12,4.166666666666667,223190.0,1
12856,769,88893,66122,1,BANCO,Pagos Fijos,Préstamo Personal ,119.0,Quincenal,0.0,7/14/14,49700.0,0.0,0.0,No,0.0,0.0,24,4.958333333333333,49700.0,1
12857,769,88893,66122,1,AUTOMOTRIZ,Pagos Fijos,Compra de Automóvil,60.0,Mensual,0.0,12/15/11,163731.0,0.0,0.0,No,0.0,0.0,12,5.0,163731.0,1
12858,769,88893,66122,1,COOPERATIVA,Pagos Fijos,Préstamo Personal ,6.0,Mensual,0.0,1/18/13,4965.0,0.0,4965.0,No,0.0,0.0,12,0.5,4965.0,1
12859,769,88893,66122,1,COOPERATIVA,Pagos Fijos,Préstamo Personal ,12.0,Mensual,0.0,11/23/12,4628.0,0.0,4628.0,No,0.0,0.0,12,1.0,4628.0,1
12861,769,88893,66122,1,COOPERATIVA,Pagos Fijos,Préstamo Personal ,12.0,Mensual,0.0,3/15/12,10000.0,0.0,10000.0,No,0.0,0.0,12,1.0,10000.0,1
12862,769,88893,66122,1,COOPERATIVA,Pagos Fijos,Préstamo Personal ,12.0,Mensual,0.0,9/5/11,9000.0,0.0,9000.0,No,0.0,0.0,12,1.0,9000.0,1
